"tanggal","TEST_NAME","jumlah"
"2021-10-22",Nitrit,1
"2021-10-22",NLR,1
"2021-10-22",pH,1
"2021-10-22",Protein,1
"2021-10-22",RDW,1
"2021-10-22",Silinder,1
"2021-10-22",Trombosit,1
"2021-10-22",Urobilinogen,1
"2021-10-22",Warna,1
"2021-10-23",Anti HIV Rapid Kualiatif,1
"2021-10-23",Antigen SARS-CoV-2 ,29
"2021-10-23",Bakteri,2
"2021-10-23",Basofil,3
"2021-10-23",Berat Jenis,2
"2021-10-23",Bilirubin,2
"2021-10-23",Darah Samar,2
"2021-10-23",Eosinofil,3
"2021-10-23",Epitel,2
"2021-10-23",Eritrosit,5
"2021-10-23",Esterase Lekosit,2
"2021-10-23",Glukosa,2
"2021-10-23",Glukosa Darah Sewaktu,2
"2021-10-23",Hasil,99
"2021-10-23",HBsAg Rapid,2
"2021-10-23",Hematokrit,3
"2021-10-23",Hemoglobin,3
"2021-10-23",Jamur,2
"2021-10-23",Kejernihan,2
"2021-10-23",Keton,2
"2021-10-23",Kristal,2
"2021-10-23",Lekosit,5
"2021-10-23",Limfosit,3
"2021-10-23",MCH,3
"2021-10-23",MCHC,3
"2021-10-23",MCV,3
"2021-10-23",Monosit,3
"2021-10-23",Neutrofil,3
"2021-10-23",Nitrit,2
"2021-10-23",NLR,3
"2021-10-23",pH,2
"2021-10-23",Protein,2
"2021-10-23",RDW,3
"2021-10-23",Silinder,2
"2021-10-23",Trombosit,3
"2021-10-23",Urobilinogen,2
"2021-10-23",Warna,2
"2021-10-24",Antigen SARS-CoV-2 ,67
"2021-10-24",Hasil,75
"2021-10-25",Antigen SARS Cov-19 Nasal,1
"2021-10-25",Antigen SARS-CoV-2 ,39
"2021-10-25",Basofil,2
"2021-10-25",Eosinofil,2
"2021-10-25",Eritrosit,2
"2021-10-25",Hasil,52
"2021-10-25",Hematokrit,2
"2021-10-25",Hemoglobin,2
"2021-10-25",Laju Endap Darah (LED),1
"2021-10-25",Lekosit,2
"2021-10-25",Limfosit,2
"2021-10-25",MCH,2
"2021-10-25",MCHC,2
"2021-10-25",MCV,2
"2021-10-25",Monosit,2
"2021-10-25",Neutrofil,2
"2021-10-25",NLR,2
"2021-10-25",RDW,2
"2021-10-25",S. Parathyphi CH (Widal),1
"2021-10-25",S. Paratyphi AH (Widal),1
"2021-10-25",S. Paratyphi AO (Widal),1
"2021-10-25",S. Paratyphi BH (Widal),1
"2021-10-25",S. Paratyphi BO (Widal),1
"2021-10-25",S. Paratyphi CO (Widal),1
"2021-10-25",S. Typhi H (Widal),1
"2021-10-25",S. Typhi O (Widal),1
"2021-10-25",Trombosit,2
"2021-10-26",Albumin,1
"2021-10-26",Alkali Fosfatase,1
"2021-10-26",Antigen SARS Cov-19 Nasal,1
"2021-10-26",Antigen SARS-CoV-2 ,48
"2021-10-26",Asam Urat,1
"2021-10-26",Basofil,2
"2021-10-26",D-dimer,1
"2021-10-26",Eosinofil,2
"2021-10-26",Eritrosit,2
"2021-10-26",Hasil,49
"2021-10-26",HbA1C,1
"2021-10-26",Hematokrit,2
"2021-10-26",Hemoglobin,2
"2021-10-26",Kalsium (Ca),1
"2021-10-26",Kreatinin,1
"2021-10-26",Laju Endap Darah (LED),1
"2021-10-26",Lekosit,2
"2021-10-26",Limfosit,2
"2021-10-26",MCH,2
"2021-10-26",MCHC,2
"2021-10-26",MCV,2
"2021-10-26",Monosit,2
"2021-10-26",Neutrofil,2
"2021-10-26",NLR,2
"2021-10-26",RDW,2
"2021-10-26",SGOT,2
"2021-10-26",SGPT,2
"2021-10-26",Total Protein,1
"2021-10-26",Trombosit,2
"2021-10-26",Ureum,1
"2021-10-26",Vitamin D 25 OH,1
"2021-10-27",Antigen SARS-CoV-2 ,41
"2021-10-27",Asam Urat,1
"2021-10-27",Basofil,5
"2021-10-27",Eosinofil,5
"2021-10-27",Eritrosit,5
"2021-10-27",Glukosa Darah 2 Jam PP,1
"2021-10-27",Glukosa Darah Puasa,1
"2021-10-27",Hasil,31
"2021-10-27",HbA1C,1
"2021-10-27",Hematokrit,5
"2021-10-27",Hemoglobin,5
"2021-10-27",Kalium (K),1
"2021-10-27",Klorida (Cl),1
"2021-10-27",Kolesterol LDL Direk,1
"2021-10-27",Kreatinin,1
"2021-10-27",Laju Endap Darah (LED),1
"2021-10-27",Lekosit,5
"2021-10-27",Limfosit,5
"2021-10-27",MCH,5
"2021-10-27",MCHC,5
"2021-10-27",MCV,5
"2021-10-27",Monosit,5
"2021-10-27",Natrium (Na),1
"2021-10-27",Neutrofil,5
"2021-10-27",NLR,5
"2021-10-27",RDW,5
"2021-10-27",Trigliserida,1
"2021-10-27",Trombosit,5
"2021-10-27",Ureum,1
"2021-10-28",Antigen SARS-CoV-2 ,44
"2021-10-28",Basofil,3
"2021-10-28",Eosinofil,3
"2021-10-28",Eritrosit,3
"2021-10-28",Hasil,24
"2021-10-28",Hematokrit,3
"2021-10-28",Hemoglobin,3
"2021-10-28",Kolesterol HDL,1
"2021-10-28",Kolesterol LDL Direk,1
"2021-10-28",Kolesterol Total,1
"2021-10-28",Laju Endap Darah (LED),1
"2021-10-28",Lekosit,3
"2021-10-28",Limfosit,3
"2021-10-28",MCH,3
"2021-10-28",MCHC,3
"2021-10-28",MCV,3
"2021-10-28",Monosit,3
"2021-10-28",Neutrofil,3
"2021-10-28",NLR,3
"2021-10-28",RDW,3
"2021-10-28",Trigliserida,1
"2021-10-28",Trombosit,3
"2021-10-29",Antigen SARS Cov-19 Nasal,3
"2021-10-29",Antigen SARS-CoV-2 ,33
"2021-10-29",Glukosa Darah Sewaktu,1
"2021-10-29",Hasil,37
"2021-10-29",SGOT,2
"2021-10-29",SGPT,2
"2021-10-30",Antigen SARS-CoV-2 ,14
"2021-10-30",Asam Urat,1
"2021-10-30",Basofil,1
"2021-10-30",Eosinofil,1
"2021-10-30",Eritrosit,1
"2021-10-30",Glukosa Darah Puasa,1
"2021-10-30",Hasil,69
"2021-10-30",Hematokrit,1
"2021-10-30",Hemoglobin,1
"2021-10-30",Kolesterol HDL,1
"2021-10-30",Kolesterol LDL Direk,1
"2021-10-30",Kolesterol Total,1
"2021-10-30",Kreatinin,1
"2021-10-30",Laju Endap Darah (LED),1
"2021-10-30",Lekosit,1
"2021-10-30",Limfosit,1
"2021-10-30",MCH,1
"2021-10-30",MCHC,1
"2021-10-30",MCV,1
"2021-10-30",Monosit,1
"2021-10-30",Neutrofil,1
"2021-10-30",NLR,1
"2021-10-30",RDW,1
"2021-10-30",Trigliserida,1
"2021-10-30",Trombosit,1
"2021-10-30",Ureum,1
"2021-10-31",Antigen SARS-CoV-2 ,50
"2021-10-31",APTT,1
"2021-10-31",Asam Urat,3
"2021-10-31",Basofil,4
"2021-10-31",Eosinofil,4
"2021-10-31",Eritrosit,4
"2021-10-31",Glukosa Darah Puasa,1
"2021-10-31",Hasil,89
"2021-10-31",Hematokrit,4
"2021-10-31",Hemoglobin,4
"2021-10-31",Kolesterol HDL,1
"2021-10-31",Kolesterol LDL Direk,1
"2021-10-31",Kolesterol Total,2
"2021-10-31",Kreatinin,1
"2021-10-31",Laju Endap Darah (LED),3
"2021-10-31",Lekosit,4
"2021-10-31",Limfosit,4
"2021-10-31",Masa Perdarahan (BT),1
"2021-10-31",MCH,4
"2021-10-31",MCHC,4
"2021-10-31",MCV,4
"2021-10-31",Monosit,4
"2021-10-31",Neutrofil,4
"2021-10-31",NLR,4
"2021-10-31",Protrombine Time (PT),1
"2021-10-31",RDW,4
"2021-10-31",Trigliserida,2
"2021-10-31",Trombosit,4
"2021-10-31",Ureum,1
"2021-11-01",Antigen SARS-CoV-2 ,30
"2021-11-01",Basofil,1
"2021-11-01",Eosinofil,1
"2021-11-01",Eritrosit,1
"2021-11-01",Hasil,64
"2021-11-01",Hematokrit,1
"2021-11-01",Hemoglobin,1
"2021-11-01",Lekosit,1
"2021-11-01",Limfosit,1
"2021-11-01",MCH,1
"2021-11-01",MCHC,1
"2021-11-01",MCV,1
"2021-11-01",Monosit,1
"2021-11-01",Neutrofil,1
"2021-11-01",NLR,1
"2021-11-01",RDW,1
"2021-11-01",Trombosit,1
"2021-11-02",Antigen SARS-CoV-2 ,48
"2021-11-02",Basofil,2
"2021-11-02",Eosinofil,2
"2021-11-02",Eritrosit,2
"2021-11-02",Hasil,62
"2021-11-02",Hematokrit,2
"2021-11-02",Hemoglobin,2
"2021-11-02",Laju Endap Darah (LED),1
"2021-11-02",Lekosit,2
"2021-11-02",Limfosit,2
"2021-11-02",MCH,2
"2021-11-02",MCHC,2
"2021-11-02",MCV,2
"2021-11-02",Monosit,2
"2021-11-02",Neutrofil,2
"2021-11-02",NLR,2
"2021-11-02",RDW,2
"2021-11-02",S. Parathyphi CH (Widal),1
"2021-11-02",S. Paratyphi AH (Widal),1
"2021-11-02",S. Paratyphi AO (Widal),1
"2021-11-02",S. Paratyphi BH (Widal),1
"2021-11-02",S. Paratyphi BO (Widal),1
"2021-11-02",S. Paratyphi CO (Widal),1
"2021-11-02",S. Typhi H (Widal),1
"2021-11-02",S. Typhi O (Widal),1
"2021-11-02",Trombosit,2
"2021-11-03",Antigen SARS Cov-19 Nasal,1
"2021-11-03",Antigen SARS-CoV-2 ,46
"2021-11-03",Asam Urat,1
"2021-11-03",Bakteri,1
"2021-11-03",Basofil,3
"2021-11-03",Berat Jenis,1
"2021-11-03",Bilirubin,1
"2021-11-03",Darah Samar,1
"2021-11-03",Eosinofil,3
"2021-11-03",Epitel,1
"2021-11-03",Eritrosit,4
"2021-11-03",Esterase Lekosit,1
"2021-11-03",Glukosa,1
"2021-11-03",Glukosa Darah 2 Jam PP,1
"2021-11-03",Glukosa Darah Puasa,1
"2021-11-03",Hasil,25
"2021-11-03",HbA1C,1
"2021-11-03",Hematokrit,3
"2021-11-03",Hemoglobin,3
"2021-11-03",Jamur,1
"2021-11-03",Kejernihan,1
"2021-11-03",Keton,1
"2021-11-03",Kolesterol HDL,1
"2021-11-03",Kolesterol LDL Direk,1
"2021-11-03",Kolesterol Total,1
"2021-11-03",Kreatinin,1
"2021-11-03",Kristal,1
"2021-11-03",Laju Endap Darah (LED),1
"2021-11-03",Lekosit,4
"2021-11-03",Limfosit,3
"2021-11-03",Limfosit Absolut,1
"2021-11-03",MCH,3
"2021-11-03",MCHC,3
"2021-11-03",MCV,3
"2021-11-03",Monosit,3
"2021-11-03",Neutrofil,3
"2021-11-03",Neutrofil Absolut,1
"2021-11-03",Nitrit,1
"2021-11-03",NLR,3
"2021-11-03",pH,1
"2021-11-03",Protein,1
"2021-11-03",RDW,3
"2021-11-03",SARS-CoV2 Antibody (Kuantitatif),1
"2021-11-03",Silinder,1
"2021-11-03",Trigliserida,1
"2021-11-03",Trombosit,3
"2021-11-03",Ureum,1
"2021-11-03",Urobilinogen,1
"2021-11-03",Warna,1
"2021-11-04",Anti HIV Rapid Kualiatif,2
"2021-11-04",Antigen SARS-CoV-2 ,64
"2021-11-04",Bakteri,1
"2021-11-04",Basofil,1
"2021-11-04",Berat Jenis,1
"2021-11-04",Bilirubin,1
"2021-11-04",Darah Samar,1
"2021-11-04",Eosinofil,1
"2021-11-04",Epitel,1
"2021-11-04",Eritrosit,2
"2021-11-04",Esterase Lekosit,1
"2021-11-04",Glukosa,1
"2021-11-04",Hasil,30
"2021-11-04",HBsAg Rapid,1
"2021-11-04",Hematokrit,1
"2021-11-04",Hemoglobin,1
"2021-11-04",Jamur,1
"2021-11-04",Kejernihan,1
"2021-11-04",Keton,1
"2021-11-04",Kristal,1
"2021-11-04",Laju Endap Darah (LED),1
"2021-11-04",Lekosit,2
"2021-11-04",Limfosit,1
"2021-11-04",Limfosit Absolut,1
"2021-11-04",MCH,1
"2021-11-04",MCHC,1
"2021-11-04",MCV,1
"2021-11-04",Monosit,1
"2021-11-04",Neutrofil,1
"2021-11-04",Neutrofil Absolut,1
"2021-11-04",Nitrit,1
"2021-11-04",NLR,1
"2021-11-04",pH,1
"2021-11-04",Protein,1
"2021-11-04",RDW,1
"2021-11-04",SARS-CoV2 Antibody (Kuantitatif),1
"2021-11-04",Silinder,1
"2021-11-04",Trombosit,1
"2021-11-04",Urobilinogen,1
"2021-11-04",Warna,1
"2021-11-05",Anti CMV IgM,1
"2021-11-05",Anti HBs,1
"2021-11-05",Anti HCV,2
"2021-11-05",Anti HSV II IgM,1
"2021-11-05",Anti Rubella IgM,1
"2021-11-05",Anti Toxoplasma IgM,1
"2021-11-05",Antigen SARS Cov-19 Nasal,5
"2021-11-05",Antigen SARS-CoV-2 ,65
"2021-11-05",Basofil,1
"2021-11-05",Eosinofil,1
"2021-11-05",Eritrosit,1
"2021-11-05",Glukosa Darah Sewaktu,1
"2021-11-05",Hasil,28
"2021-11-05",Hematokrit,1
"2021-11-05",Hemoglobin,1
"2021-11-05",Laju Endap Darah (LED),1
"2021-11-05",Lekosit,1
"2021-11-05",Limfosit,1
"2021-11-05",Limfosit Absolut,1
"2021-11-05",MCH,1
"2021-11-05",MCHC,1
"2021-11-05",MCV,1
"2021-11-05",Monosit,1
"2021-11-05",Neutrofil,1
"2021-11-05",Neutrofil Absolut,1
"2021-11-05",NLR,1
"2021-11-05",RDW,1
"2021-11-05",Trombosit,1
"2021-11-05",VDRL,1
"2021-11-06",Antigen SARS Cov-19 Nasal,5
"2021-11-06",Antigen SARS-CoV-2 ,66
"2021-11-06",Hasil,39
"2021-11-07",Antigen SARS Cov-19 Nasal,2
"2021-11-07",Antigen SARS-CoV-2 ,111
"2021-11-07",Asam Urat,1
"2021-11-07",Basofil,3
"2021-11-07",Eosinofil,3
"2021-11-07",Eritrosit,3
"2021-11-07",Glukosa Darah Sewaktu,2
"2021-11-07",Hasil,20
"2021-11-07",Hematokrit,3
"2021-11-07",Hemoglobin,3
"2021-11-07",Kolesterol Total,1
"2021-11-07",Laju Endap Darah (LED),1
"2021-11-07",Lekosit,3
"2021-11-07",Limfosit,3
"2021-11-07",Limfosit Absolut,1
"2021-11-07",MCH,3
"2021-11-07",MCHC,3
"2021-11-07",MCV,3
"2021-11-07",Monosit,3
"2021-11-07",Neutrofil,3
"2021-11-07",Neutrofil Absolut,1
"2021-11-07",NLR,3
"2021-11-07",RDW,3
"2021-11-07",Trombosit,3
"2021-11-08",Anti HIV Rapid Kualiatif,1
"2021-11-08",Antigen SARS Cov-19 Nasal,2
"2021-11-08",Antigen SARS-CoV-2 ,77
"2021-11-08",Asam Urat,1
"2021-11-08",Bakteri,1
"2021-11-08",Basofil,1
"2021-11-08",Berat Jenis,1
"2021-11-08",Bilirubin,1
"2021-11-08",Bilirubin Direk,1
"2021-11-08",Bilirubin Indirek,1
"2021-11-08",Bilirubin Total,1
"2021-11-08",Darah Samar,1
"2021-11-08",Eosinofil,1
"2021-11-08",Epitel,1
"2021-11-08",Eritrosit,2
"2021-11-08",Esterase Lekosit,1
"2021-11-08",Glukosa,1
"2021-11-08",Hasil,30
"2021-11-08",Hematokrit,1
"2021-11-08",Hemoglobin,1
"2021-11-08",Jamur,1
"2021-11-08",Kejernihan,1
"2021-11-08",Keton,1
"2021-11-08",Kolesterol HDL,1
"2021-11-08",Kolesterol LDL Direk,1
"2021-11-08",Kolesterol Total,1
"2021-11-08",Kreatinin,2
"2021-11-08",Kristal,1
"2021-11-08",Laju Endap Darah (LED),1
"2021-11-08",Lekosit,2
"2021-11-08",Limfosit,1
"2021-11-08",Limfosit Absolut,1
"2021-11-08",MCH,1
"2021-11-08",MCHC,1
"2021-11-08",MCV,1
"2021-11-08",Monosit,1
"2021-11-08",Neutrofil,1
"2021-11-08",Neutrofil Absolut,1
"2021-11-08",Nitrit,1
"2021-11-08",NLR,1
"2021-11-08",pH,1
"2021-11-08",Protein,1
"2021-11-08",RDW,1
"2021-11-08",SGOT,1
"2021-11-08",SGPT,1
"2021-11-08",Silinder,1
"2021-11-08",Trigliserida,1
"2021-11-08",Trombosit,1
"2021-11-08",Ureum,2
"2021-11-08",Urobilinogen,1
"2021-11-08",Warna,1
"2021-11-09",Antigen SARS Cov-19 Nasal,2
"2021-11-09",Antigen SARS-CoV-2 ,79
"2021-11-09",Basofil,2
"2021-11-09",Eosinofil,2
"2021-11-09",Eritrosit,2
"2021-11-09",Hasil,21
"2021-11-09",Hematokrit,2
"2021-11-09",Hemoglobin,2
"2021-11-09",Laju Endap Darah (LED),1
"2021-11-09",Lekosit,2
"2021-11-09",Limfosit,2
"2021-11-09",Limfosit Absolut,1
"2021-11-09",MCH,2
"2021-11-09",MCHC,2
"2021-11-09",MCV,2
"2021-11-09",Monosit,2
"2021-11-09",Neutrofil,2
"2021-11-09",Neutrofil Absolut,1
"2021-11-09",NLR,2
"2021-11-09",RDW,2
"2021-11-09",Trombosit,2
"2021-11-10",Antigen SARS Cov-19 Nasal,2
"2021-11-10",Antigen SARS-CoV-2 ,82
"2021-11-10",Asam Urat,1
"2021-11-10",Bakteri,1
"2021-11-10",Basofil,2
"2021-11-10",Berat Jenis,1
"2021-11-10",Bilirubin,1
"2021-11-10",CRP Kuantitatif,1
"2021-11-10",Darah Samar,1
"2021-11-10",Dengue NS 1 Ag,1
"2021-11-10",Eosinofil,2
"2021-11-10",Epitel,1
"2021-11-10",Eritrosit,3
"2021-11-10",Esterase Lekosit,1
"2021-11-10",Glukosa,1
"2021-11-10",Glukosa Darah Puasa,3
"2021-11-10",Hasil,32
"2021-11-10",HbA1C,1
"2021-11-10",Hematokrit,2
"2021-11-10",Hemoglobin,2
"2021-11-10",Jamur,1
"2021-11-10",Kejernihan,1
"2021-11-10",Keton,1
"2021-11-10",Kolesterol HDL,3
"2021-11-10",Kolesterol LDL Direk,3
"2021-11-10",Kolesterol Total,3
"2021-11-10",Kreatinin,1
"2021-11-10",Kristal,1
"2021-11-10",Laju Endap Darah (LED),2
"2021-11-10",Lekosit,3
"2021-11-10",Limfosit,2
"2021-11-10",Limfosit Absolut,2
"2021-11-10",MCH,2
"2021-11-10",MCHC,2
"2021-11-10",MCV,2
"2021-11-10",Monosit,2
"2021-11-10",Neutrofil,2
"2021-11-10",Neutrofil Absolut,2
"2021-11-10",Nitrit,1
"2021-11-10",NLR,2
"2021-11-10",pH,1
"2021-11-10",Protein,1
"2021-11-10",RDW,2
"2021-11-10",SGPT,1
"2021-11-10",Silinder,1
"2021-11-10",Trigliserida,3
"2021-11-10",Trombosit,2
"2021-11-10",Urobilinogen,1
"2021-11-10",Vitamin D 25 OH,3
"2021-11-10",Warna,1
"2021-11-11",Amphetamine,1
"2021-11-11",Antigen SARS Cov-19 Nasal,1
"2021-11-11",Antigen SARS-CoV-2 ,74
"2021-11-11",Benzodiazepin,1
"2021-11-11",Canabis / Mariyuana (THC),1
"2021-11-11",Cocaine,1
"2021-11-11",Hasil,25
"2021-11-11",HbA1C,1
"2021-11-11",Metamphetamine,1
"2021-11-11",Morphine,1
"2021-11-12",Amphetamine,2
"2021-11-12",Antigen SARS-CoV-2 ,60
"2021-11-12",APTT,1
"2021-11-12",Asam Urat,1
"2021-11-12",Basofil,1
"2021-11-12",Benzodiazepin,2
"2021-11-12",Canabis / Mariyuana (THC),2
"2021-11-12",Cocaine,2
"2021-11-12",Eosinofil,1
"2021-11-12",Eritrosit,1
"2021-11-12",Glukosa Darah Sewaktu,1
"2021-11-12",Hasil,20
"2021-11-12",Hematokrit,1
"2021-11-12",Hemoglobin,1
"2021-11-12",Kalsium (Ca),1
"2021-11-12",Kolesterol HDL,1
"2021-11-12",Kolesterol LDL Direk,1
"2021-11-12",Kolesterol Total,2
"2021-11-12",Laju Endap Darah (LED),1
"2021-11-12",Lekosit,1
"2021-11-12",Limfosit,1
"2021-11-12",Limfosit Absolut,1
"2021-11-12",MCH,1
"2021-11-12",MCHC,1
"2021-11-12",MCV,1
"2021-11-12",Metamphetamine,2
"2021-11-12",Monosit,1
"2021-11-12",Morphine,2
"2021-11-12",Neutrofil,1
"2021-11-12",Neutrofil Absolut,1
"2021-11-12",NLR,1
"2021-11-12",RDW,1
"2021-11-12",Rheumatoid Faktor (RF),1
"2021-11-12",Trombosit,1
"2021-11-12",Vitamin D 25 OH,1
"2021-11-13",Anti HIV Rapid Kualiatif,1
"2021-11-13",Antigen SARS Cov-19 Nasal,6
"2021-11-13",Antigen SARS-CoV-2 ,86
"2021-11-13",Asam Urat,1
"2021-11-13",Bakteri,2
"2021-11-13",Basofil,4
"2021-11-13",Berat Jenis,2
"2021-11-13",Bilirubin,2
"2021-11-13",Darah Samar,2
"2021-11-13",Eosinofil,4
"2021-11-13",Epitel,2
"2021-11-13",Eritrosit,6
"2021-11-13",Esterase Lekosit,2
"2021-11-13",Glukosa,2
"2021-11-13",Glukosa Darah Puasa,2
"2021-11-13",Hasil,37
"2021-11-13",HBsAg Rapid,1
"2021-11-13",Hematokrit,4
"2021-11-13",Hemoglobin,4
"2021-11-13",Jamur,2
"2021-11-13",Kejernihan,2
"2021-11-13",Keton,2
"2021-11-13",Kolesterol HDL,1
"2021-11-13",Kolesterol LDL Direk,1
"2021-11-13",Kolesterol Total,1
"2021-11-13",Kristal,2
"2021-11-13",Laju Endap Darah (LED),2
"2021-11-13",Lekosit,6
"2021-11-13",Limfosit,4
"2021-11-13",Limfosit Absolut,2
"2021-11-13",MCH,4
"2021-11-13",MCHC,4
"2021-11-13",MCV,4
"2021-11-13",Monosit,4
"2021-11-13",Neutrofil,4
"2021-11-13",Neutrofil Absolut,2
"2021-11-13",Nitrit,2
"2021-11-13",NLR,4
"2021-11-13",pH,2
"2021-11-13",Protein,2
"2021-11-13",RDW,4
"2021-11-13",Silinder,2
"2021-11-13",Trigliserida,1
"2021-11-13",Trombosit,4
"2021-11-13",Urobilinogen,2
"2021-11-13",Warna,2
"2021-11-14",Antigen SARS Cov-19 Nasal,1
"2021-11-14",Antigen SARS-CoV-2 ,145
"2021-11-14",Glukosa Darah Puasa,1
"2021-11-14",Hasil,33
"2021-11-14",Kolesterol Total,1
"2021-11-14",VDRL,2
"2021-11-15",Antigen SARS-CoV-2 ,71
"2021-11-15",Asam Urat,2
"2021-11-15",Bakteri,2
"2021-11-15",Basofil,3
"2021-11-15",Berat Jenis,2
"2021-11-15",Bilirubin,2
"2021-11-15",D-dimer,1
"2021-11-15",Darah Samar,2
"2021-11-15",Eosinofil,3
"2021-11-15",Epitel,2
"2021-11-15",Eritrosit,5
"2021-11-15",Esterase Lekosit,2
"2021-11-15",Glukosa,2
"2021-11-15",Glukosa Darah 2 Jam PP,1
"2021-11-15",Glukosa Darah Puasa,1
"2021-11-15",Glukosa Darah Sewaktu,2
"2021-11-15",Hasil,33
"2021-11-15",HBsAg Rapid,1
"2021-11-15",Hematokrit,3
"2021-11-15",Hemoglobin,3
"2021-11-15",Jamur,2
"2021-11-15",Kejernihan,2
"2021-11-15",Keton,2
"2021-11-15",Kolesterol Total,1
"2021-11-15",Kristal,2
"2021-11-15",Laju Endap Darah (LED),3
"2021-11-15",Lekosit,5
"2021-11-15",Limfosit,3
"2021-11-15",Limfosit Absolut,3
"2021-11-15",MCH,3
"2021-11-15",MCHC,3
"2021-11-15",MCV,3
"2021-11-15",Monosit,3
"2021-11-15",Neutrofil,3
"2021-11-15",Neutrofil Absolut,3
"2021-11-15",Nitrit,2
"2021-11-15",NLR,3
"2021-11-15",pH,2
"2021-11-15",Protein,2
"2021-11-15",RDW,3
"2021-11-15",Silinder,2
"2021-11-15",Trombosit,3
"2021-11-15",Urobilinogen,2
"2021-11-15",Warna,2
"2021-11-16",Antigen SARS Cov-19 Nasal,2
"2021-11-16",Antigen SARS-CoV-2 ,79
"2021-11-16",Basofil,4
"2021-11-16",Dengue NS 1 Ag,1
"2021-11-16",Eosinofil,4
"2021-11-16",Eritrosit,4
"2021-11-16",Hasil,25
"2021-11-16",Hematokrit,4
"2021-11-16",Hemoglobin,4
"2021-11-16",Laju Endap Darah (LED),4
"2021-11-16",Lekosit,4
"2021-11-16",Limfosit,4
"2021-11-16",Limfosit Absolut,4
"2021-11-16",MCH,4
"2021-11-16",MCHC,4
"2021-11-16",MCV,4
"2021-11-16",Monosit,4
"2021-11-16",Neutrofil,4
"2021-11-16",Neutrofil Absolut,4
"2021-11-16",NLR,4
"2021-11-16",RDW,4
"2021-11-16",Trombosit,4
"2021-11-17",Antigen SARS-CoV-2 ,97
"2021-11-17",Bakteri,1
"2021-11-17",Basofil,1
"2021-11-17",Berat Jenis,1
"2021-11-17",Bilirubin,1
"2021-11-17",Darah Samar,1
"2021-11-17",Eosinofil,1
"2021-11-17",Epitel,1
"2021-11-17",Eritrosit,2
"2021-11-17",Esterase Lekosit,1
"2021-11-17",Glukosa,1
"2021-11-17",Hasil,23
"2021-11-17",Hematokrit,1
"2021-11-17",Hemoglobin,1
"2021-11-17",Jamur,1
"2021-11-17",Kejernihan,1
"2021-11-17",Keton,1
"2021-11-17",Kristal,1
"2021-11-17",Lekosit,2
"2021-11-17",Limfosit,1
"2021-11-17",MCH,1
"2021-11-17",MCHC,1
"2021-11-17",MCV,1
"2021-11-17",Monosit,1
"2021-11-17",Neutrofil,1
"2021-11-17",Nitrit,1
"2021-11-17",NLR,1
"2021-11-17",pH,1
"2021-11-17",Protein,1
"2021-11-17",RDW,1
"2021-11-17",Silinder,1
"2021-11-17",Trombosit,1
"2021-11-17",Urobilinogen,1
"2021-11-17",Warna,1
"2021-11-18",Antigen SARS Cov-19 Nasal,1
"2021-11-18",Antigen SARS-CoV-2 ,72
"2021-11-18",Asam Urat,1
"2021-11-18",Basofil,1
"2021-11-18",Eosinofil,1
"2021-11-18",Eritrosit,1
"2021-11-18",Glukosa Darah Puasa,2
"2021-11-18",Hasil,20
"2021-11-18",Hematokrit,1
"2021-11-18",Hemoglobin,1
"2021-11-18",Kolesterol HDL,2
"2021-11-18",Kolesterol LDL Direk,3
"2021-11-18",Kolesterol Total,3
"2021-11-18",Kreatinin,2
"2021-11-18",Laju Endap Darah (LED),1
"2021-11-18",Lekosit,1
"2021-11-18",Limfosit,1
"2021-11-18",Limfosit Absolut,1
"2021-11-18",MCH,1
"2021-11-18",MCHC,1
"2021-11-18",MCV,1
"2021-11-18",Monosit,1
"2021-11-18",Neutrofil,1
"2021-11-18",Neutrofil Absolut,1
"2021-11-18",NLR,1
"2021-11-18",RDW,1
"2021-11-18",SGOT,1
"2021-11-18",SGPT,1
"2021-11-18",Trigliserida,2
"2021-11-18",Trombosit,1
"2021-11-18",Ureum,3
"2021-11-19",Amphetamine,1
"2021-11-19",Antigen SARS Cov-19 Nasal,1
"2021-11-19",Antigen SARS-CoV-2 ,57
"2021-11-19",Basofil,4
"2021-11-19",Benzodiazepin,1
"2021-11-19",Canabis / Mariyuana (THC),1
"2021-11-19",Cocaine,1
"2021-11-19",Eosinofil,4
"2021-11-19",Eritrosit,4
"2021-11-19",Glukosa Darah Puasa,1
"2021-11-19",Hasil,16
"2021-11-19",Hematokrit,4
"2021-11-19",Hemoglobin,4
"2021-11-19",Kolesterol HDL,1
"2021-11-19",Kolesterol LDL Direk,1
"2021-11-19",Kolesterol Total,1
"2021-11-19",Kreatinin,1
"2021-11-19",Laju Endap Darah (LED),3
"2021-11-19",Lekosit,4
"2021-11-19",Limfosit,4
"2021-11-19",Limfosit Absolut,3
"2021-11-19",MCH,4
"2021-11-19",MCHC,4
"2021-11-19",MCV,4
"2021-11-19",Metamphetamine,1
"2021-11-19",Monosit,4
"2021-11-19",Morphine,1
"2021-11-19",Neutrofil,4
"2021-11-19",Neutrofil Absolut,3
"2021-11-19",NLR,4
"2021-11-19",RDW,4
"2021-11-19",SGOT,1
"2021-11-19",SGPT,1
"2021-11-19",Trigliserida,1
"2021-11-19",Trombosit,4
"2021-11-19",Ureum,1
"2021-11-20",Alkali Fosfatase,1
"2021-11-20",Alkohol,1
