"tahun","bulan","PACKAGE_NAME","LIST_TEST","PAY","jumlah_pembelian"
"2021","11",Umum,"Hematologi Lengkap, D-dimer, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, Agregasi Trombosit",1269000.0,1
"2021","11",Umum,"Hematologi Lengkap, Golongan Darah, Glukosa Darah Sewaktu, HBsAg Rapid, Urine Lengkap ",468000.0,1
"2021","11",Umum,"Anti HBs, Anti HCV, Anti Toxoplasma IgM, Anti Rubella IgM, Anti CMV IgM, Anti HSV 2 IgM, VDRL",2889000.0,1
"2021","11",Umum,"Hematologi Rutin, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, Urine Lengkap ",1210000.0,1
"2021","11",Umum,HBsAg Rapid,100000.0,1
"2021","11",Umum,"Hematologi Lengkap, Dengue NS 1 Ag",648000.0,1
"2021","11",PROMO HARI AYAH,"Hematologi Lengkap, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Kreatinin, Asam Urat, Glukosa Darah Puasa, HbA1C, Urine Lengkap ",729400.0,1
"2021","11",Umum,"Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",152000.0,1
"2021","11",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa",605000.0,1
"2021","11",Umum,"Asam Urat, Glukosa Darah Sewaktu",111000.0,1
"2021","11",Umum,"Hematologi Rutin, Kolesterol Total, Glukosa Darah Sewaktu",229000.0,1
"2021","11",Umum,"SGOT, SGPT, Ureum, Kreatinin",280000.0,1
"2021","11",Umum,HbA1C,206000.0,1
"2021","11",Umum,"Hematologi Lengkap, Vitamin D 25 OH, APTT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Kalsium (Ca), Rheumatoid Faktor (RF), Agregasi Trombosit",2005000.0,1
"2021","11",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, Urine Lengkap ",945000.0,1
"2021","11",Umum,"Hematologi Lengkap, SGOT, SGPT, Bilirubin Total, Bilirubin Direk, Bilirubin Indirek, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, ANA IF, ANA Profile, Urine Lengkap ",3510000.0,1
"2021","11",Umum,"Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Glukosa Darah Puasa",823000.0,1
"2021","11",Umum,"SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah 2 Jam PP",745000.0,1
"2021","11",Umum,"Hematologi Lengkap, Dengue NS 1 Ag, CRP Kuantitatif",958000.0,1
"2021","11",Umum,Vitamin D 25 OH,450000.0,1
"2021","11",PANEL DIABETES,"Hematologi Lengkap, Glukosa Darah Puasa, HbA1C, Urine Lengkap ",334600.0,1
"2021","11",Umum,"Hematologi Lengkap, Golongan Darah, SGOT, SGPT, Gamma GT, Alkali Fosfatase, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, HbA1C, HBsAg, Anti HBs, TSHs, Rheumatoid Faktor (RF), TPHA, Urine Lengkap , SCREENING NARKOBA, Alkohol",3308000.0,1
"2021","11",Umum,"Hematologi Lengkap, Urine Lengkap ",241000.0,1
"2021","11",Umum,"Hematologi Rutin, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",438000.0,1
"2021","11",Umum,"Kolesterol Total, Glukosa Darah Puasa",104000.0,1
"2021","11",Umum,"Ureum, Kreatinin",140000.0,1
"2021","11",Umum,"Ureum, Glukosa Darah Puasa",111000.0,1
"2021","11",Umum,"SGOT, SGPT",140000.0,1
"2021","11",Umum,"Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",613000.0,1
"2021","11",Umum,"Kolesterol Total, Kolesterol LDL Direk",198000.0,1
"2021","11",Umum,"Hematologi Lengkap, SGOT, SGPT, Ureum, Kreatinin, Asam Urat",498000.0,1
"2021","11",Umum,"Hematologi Rutin, Glukosa Darah Sewaktu",166000.0,1
"2021","11",Umum,Anti HCV,569000.0,1
"2021","11",Umum,"Hematologi Lengkap, Glukosa Darah Sewaktu, Antigen SARS-CoV-2 ",284000.0,1
"2021","11",Umum,"Hematologi Lengkap, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",461000.0,1
"2021","11",Umum,Glukosa Darah Sewaktu,41000.0,1
"2021","11",Umum,"SGOT, SGPT, Kolesterol Total, Trigliserida",273000.0,1
"2021","11",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat",564000.0,1
"2021","11",Umum,"Ferritin, Vitamin D 25 OH, Albumin",1014000.0,1
"2021","11",Umum,"Kreatinin, Asam Urat, Urine Lengkap ",233000.0,1
"2021","11",Umum,Agregasi Trombosit,484000.0,1
"2021","11",Umum,"Ureum, Kreatinin, Asam Urat",105000.0,1
"2021","12",Umum,Antigen SARS Cov-19 Nasal,100000.0,1573
"2021","12",Umum,Antigen SARS-CoV-2 ,95000.0,1126
"2021","12",Umum,PCR SARS CoV-2 - Reguler,275000.0,545
"2021","12",Umum,PCR SARS CoV-2 (CITO 1),575000.0,68
"2021","12",PROMO 12-12-2021,Antigen SARS-CoV-2 ,72200.0,37
"2021","12",Umum,Hematologi Rutin,125000.0,23
"2021","12",PROMO 12-12-2021,PCR SARS CoV-2 - Reguler,209000.0,19
"2021","12",Umum,PCR SARS CoV-2 - Super Cito,895000.0,17
"2021","12",Umum,Hematologi Lengkap,148000.0,10
"2021","12",Umum,"Hematologi Rutin, Widal",344000.0,9
"2021","12",Umum,Urine Lengkap ,93000.0,7
"2021","12",Umum,Glukosa Darah Sewaktu,41000.0,6
"2021","12",Umum,SARS-CoV2 Antibody (Kuantitatif),185000.0,6
"2021","12",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",465000.0,5
"2021","12",Umum,"PCR SARS CoV-2 - Reguler, Antigen SARS Cov-19 Nasal",375000.0,3
"2021","12",Umum,HbA1C,206000.0,2
"2021","12",Umum,HBsAg Rapid,100000.0,2
"2021","12",Umum,Antigen SARS-CoV-2 ,47500.0,2
"2021","12",Umum,"Hematologi Lengkap, Urine Lengkap ",241000.0,2
"2021","12",Umum,"Hematologi Lengkap, D-dimer",633000.0,2
"2021","12",Umum,"Hematologi Rutin, Urine Lengkap ",218000.0,2
"2021","12",Umum,"Hematologi Lengkap, SGOT, Kreatinin, Widal, Urine Lengkap ",600000.0,1
"2021","12",Umum,Glukosa Darah Puasa,41000.0,1
"2021","12",Umum,"Kolesterol Total, Trigliserida, Glukosa Darah Puasa",174000.0,1
"2021","12",Umum,"D-dimer, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, HbA1C, Agregasi Trombosit",1529000.0,1
"2021","12",Umum,"Anti HIV Rapid I, HBsAg Rapid, TPHA, VDRL",568000.0,1
"2021","12",Umum,"Antigen SARS-CoV-2 , PCR SARS CoV-2 - Reguler",370000.0,1
"2021","12",Umum,Vitamin D 25 OH,450000.0,1
"2021","12",Umum,"Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, HbA1C",1099000.0,1
"2021","12",Umum,"Kalsium (Ca), Rheumatoid Faktor (RF)",418000.0,1
"2021","12",Umum,"Kolesterol Total, Trigliserida, Asam Urat",203000.0,1
"2021","12",Umum,Kolesterol Total,63000.0,1
"2021","12",Umum,"Hematologi Lengkap, Glukosa Darah Sewaktu, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",502000.0,1
"2021","12",Umum,"Glukosa Darah Puasa, PCR SARS CoV-2 - Reguler",316000.0,1
"2021","12",Umum,Anti HIV Rapid I,120000.0,1
"2021","12",Umum,"Hematologi Rutin, Anti HIV Rapid I, HBsAg Rapid, TPHA, VDRL, Urine Lengkap ",786000.0,1
"2021","12",Umum,"Hematologi Lengkap, Ferritin, Glukosa Darah Sewaktu, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",964000.0,1
"2021","12",Umum,"Hematologi Rutin, Widal, Antigen SARS Cov-19 Nasal",444000.0,1
"2021","12",Umum,PCR SARS CoV-2 - Reguler,137500.0,1
"2021","12",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat",424000.0,1
"2021","12",Umum,Albumin,102000.0,1
"2021","12",Umum,Golongan Darah,86000.0,1
"2021","12",Umum,"Hematologi Lengkap, Masa Perdarahan (BT), Masa Pembekuan (CT), Glukosa Darah Sewaktu, HBsAg Rapid, PCR SARS CoV-2 - Reguler",684000.0,1
"2021","12",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",354000.0,1
"2021","12",Umum,D-dimer,485000.0,1
"2021","12",Umum,Anti HBs,240000.0,1
"2021","12",Umum,"Hematologi Rutin, Glukosa Darah Sewaktu, HBsAg Rapid, Urine Lengkap ",359000.0,1
"2021","12",Umum,"Hematologi Rutin, Glukosa Darah Sewaktu, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",479000.0,1
"2021","12",Umum,"Asam Urat, Glukosa Darah Puasa",111000.0,1
"2021","12",Umum,"Hematologi Lengkap, Ureum, Kreatinin",288000.0,1
"2021","12",Umum,"Kolesterol Total, Kolesterol LDL Direk",198000.0,1
"2021","12",Umum,"Hematologi Lengkap, SGOT, SGPT, Gamma GT, Alkali Fosfatase, Bilirubin Total, Bilirubin Direk, Bilirubin Indirek, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",1300000.0,1
"2021","12",Umum,"Hematologi Lengkap, Glukosa Darah Sewaktu, Anti HIV Rapid I, HBsAg Rapid, VDRL",541000.0,1
"2021","12",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin",494000.0,1
"2021","12",Umum,Widal,219000.0,1
"2021","12",Umum,Antibody IgG & IgM SARS-CoV-2,95000.0,1
"2021","12",Umum,"Hematologi Lengkap, Golongan Darah",234000.0,1
"2021","12",Umum,SCREENING NARKOBA,150000.0,1
"2021","12",Umum,"Hematologi Lengkap, Widal",367000.0,1
"2021","12",PaHe A,"Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",452250.0,1
"2021","12",Umum,"Kolesterol Total, Asam Urat, Glukosa Darah Sewaktu",174000.0,1
"2021","12",Umum,"SGOT, SGPT",140000.0,1
"2021","12",Umum,"Vitamin D 25 OH, ACA IgG, ACA IgM",2330000.0,1
"2021","12",Umum,Anti Toxoplasma IgM,390000.0,1
"2021","12",Umum,"Kolesterol Total, Asam Urat, Glukosa Darah Puasa",174000.0,1
"2021","12",Umum,"Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa",543000.0,1
"2021","12",Umum,"Hematologi Lengkap, SGOT, SGPT, Albumin, Ureum, Kreatinin, Glukosa Darah Sewaktu, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",884000.0,1
"2021","12",Umum,"Hematologi Lengkap, Kolesterol Total, Kolesterol LDL Direk, Asam Urat, Glukosa Darah Sewaktu",457000.0,1
"2021","12",Umum,"Hematologi Lengkap, SGOT, SGPT, Ureum, Kreatinin",428000.0,1
"2021","12",Umum,"Hematologi Lengkap, Kolesterol Total",211000.0,1
"2021","12",Umum,"TPHA, VDRL",348000.0,1
"2021","12",Umum,"Hematologi Rutin, Glukosa Darah Sewaktu, Urine Lengkap ",259000.0,1
"2022","01",Umum,Antigen SARS-CoV-2 ,95000.0,2815
"2022","01",Umum,PCR SARS CoV-2 - Reguler,275000.0,1240
"2022","01",Umum,Antigen SARS Cov-19 Nasal,125000.0,225
"2022","01",Umum,PCR SARS CoV-2 (CITO 1),575000.0,73
"2022","01",Umum,Antigen SARS-CoV-2 ,45000.0,35
"2022","01",Umum,PCR SARS CoV-2 - Super Cito,895000.0,24
"2022","01",Umum,Hematologi Rutin,125000.0,21
"2022","01",Umum,"Antigen SARS-CoV-2 , PCR SARS CoV-2 - Reguler",370000.0,14
"2022","01",Umum,PCR SARS CoV-2 - Reguler,210000.0,10
"2022","01",Umum,Hematologi Lengkap,148000.0,7
"2022","01",Umum,"Hematologi Rutin, Widal",344000.0,6
"2022","01",Umum,"Hematologi Lengkap, Widal",367000.0,5
"2022","01",PROMO SENIN-KAMIS,"Hematologi Lengkap, Widal",267750.0,5
"2022","01",PROMO SENIN-KAMIS,Hematologi Lengkap,103500.0,4
"2022","01",Umum,Golongan Darah,86000.0,4
"2022","01",Umum,Antigen SARS-CoV-2 ,47500.0,3
"2022","01",Umum,"SGOT, SGPT",140000.0,3
"2022","01",Umum,"Kolesterol Total, Glukosa Darah Puasa, HbA1C",310000.0,3
"2022","01",PROMO SENIN-KAMIS,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",348750.0,3
"2022","01",Umum,SCREENING NARKOBA,150000.0,3
"2022","01",Umum,Urine Lengkap ,93000.0,2
"2022","01",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",354000.0,2
"2022","01",PROMO SENIN-KAMIS,Golongan Darah,64500.0,2
"2022","01",Umum,SARS-CoV2 Antibody (Kuantitatif),185000.0,2
"2022","01",Umum,"Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",82000.0,2
"2022","01",Umum,Beta HCG Darah,696000.0,2
"2022","01",Air Asia,Antigen SARS-CoV-2 ,45000.0,2
"2022","01",Umum,"Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Kreatinin, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",654000.0,1
"2022","01",PROMO SENIN-KAMIS,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",265500.0,1
"2022","01",Umum,Glukosa Darah Sewaktu,41000.0,1
"2022","01",Umum,"Hematologi Lengkap, Anti Dengue IgG - IgM",775000.0,1
"2022","01",PROMO SENIN-KAMIS,"SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",370500.0,1
"2022","01",PROMO SENIN-KAMIS,"Kolesterol Total, Glukosa Darah Sewaktu",78000.0,1
"2022","01",Umum,"Hematologi Rutin, Glukosa Darah Sewaktu, Antigen SARS-CoV-2 ",261000.0,1
"2022","01",PROMO SENIN-KAMIS,HbA1C,154500.0,1
"2022","01",Umum,HBsAg Rapid,100000.0,1
"2022","01",Umum,"Hematologi Lengkap, Urine Lengkap ",241000.0,1
"2022","01",Umum,"HbA1C, Glukosa Toleransi Test (GTT 2x)",396000.0,1
"2022","01",PROMO SENIN-KAMIS,"Kolesterol Total, Kolesterol LDL Direk",148500.0,1
"2022","01",Umum,Widal,219000.0,1
"2022","01",Umum,"Hematologi Rutin, SGOT, SGPT",265000.0,1
"2022","01",Umum,"D-dimer, PCR SARS CoV-2 - Reguler",760000.0,1
"2022","01",Umum,"Trigliserida, Asam Urat",140000.0,1
"2022","01",Umum,Cortisol Pagi,635000.0,1
"2022","01",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa",605000.0,1
"2022","01",Umum,"SGOT, SGPT, Total Protein, Albumin",344000.0,1
"2022","01",Umum,HbA1C,206000.0,1
"2022","01",Umum,"Hematologi Lengkap, Laju Endap Darah (LED)",203000.0,1
"2022","01",PROMO SENIN-KAMIS,"SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa",558750.0,1
"2022","01",PROMO SENIN-KAMIS,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa",296250.0,1
"2022","01",PROMO SENIN-KAMIS,"Hematologi Lengkap, Widal, Anti Dengue IgG - IgM",738000.0,1
"2022","01",Umum,PSA Total,667000.0,1
"2022","01",Umum,"Anti HIV Rapid I, HBsAg Rapid",220000.0,1
"2022","01",PROMO SENIN-KAMIS,Glukosa Darah Sewaktu,30750.0,1
"2022","01",PROMO SENIN-KAMIS,"Hematologi Lengkap, Urine Lengkap ",173250.0,1
"2022","01",Umum,Anti HIV Rapid I,120000.0,1
"2022","01",PROMO SENIN-KAMIS,"Ureum, Kreatinin",105000.0,1
"2022","01",Umum,"Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, HbA1C",1099000.0,1
"2022","01",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",465000.0,1
"2022","01",PROMO SENIN-KAMIS,"Hematologi Lengkap, Masa Perdarahan (BT), Masa Pembekuan (CT)",193500.0,1
"2022","01",Umum,"SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",605000.0,1
"2022","01",Umum,"Hematologi Lengkap, HBsAg Rapid, Urine Lengkap ",341000.0,1
"2022","01",PROMO SENIN-KAMIS,"SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",318000.0,1
"2022","01",PROMO SENIN-KAMIS,"SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa, HbA1C",608250.0,1
"2022","01",Umum,"Hematologi Rutin, PCR SARS CoV-2 - Reguler",400000.0,1
"2022","01",Umum,"Hematologi Lengkap, SGOT, SGPT, Anti Dengue IgG - IgM",915000.0,1
"2022","01",Umum,PCR SARS CoV-2 - Reguler,200000.0,1
"2022","01",PROMO SENIN-KAMIS,"Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Widal, Kreatinin",844000.0,1
"2022","02",Umum,PCR SARS CoV-2 - Reguler,275000.0,5172
"2022","02",Umum,Antigen SARS-CoV-2 ,95000.0,3501
"2022","02",Umum,Antigen SARS Cov-19 Nasal,125000.0,206
"2022","02",Umum,PCR SARS CoV-2 (CITO 1),575000.0,62
"2022","02",Umum,"Antigen SARS-CoV-2 , PCR SARS CoV-2 - Reguler",370000.0,44
"2022","02",Umum,Antigen SARS-CoV-2 ,45000.0,13
"2022","02",Umum,"Hematologi Rutin, Widal",344000.0,7
"2022","02",Umum,SCREENING NARKOBA,150000.0,7
"2022","02",Umum,Hematologi Lengkap,148000.0,6
"2022","02",Umum,Antigen SARS-CoV-2 ,47500.0,6
"2022","02",Umum,Hematologi Rutin,125000.0,4
"2022","02",Umum,HbA1C,206000.0,3
"2022","02",Umum,Urine Lengkap ,93000.0,3
"2022","02",Umum,Antigen SARS-CoV-2 ,60000.0,2
"2022","02",PAKET VALENTINE DAYS,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Glukosa Darah Puasa",316000.0,2
"2022","02",Umum,PCR SARS CoV-2 - Reguler,137500.0,2
"2022","02",PAKET VALENTINE DAYS,"Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",65600.0,2
"2022","02",Umum,"Anti HIV Rapid I, HBsAg Rapid",220000.0,2
"2022","02",Umum,"D-dimer, SARS-CoV2 Antibody (Kuantitatif), Interleukin 6 (IL- 6)",1025000.0,2
"2022","02",Umum,"Ureum, Anti HIV Rapid I, HBsAg Rapid, Kreatinin",360000.0,2
"2022","02",Umum,"D-dimer, SGOT, SGPT, Ureum, CEA, Kreatinin",1213000.0,2
"2022","02",PAKET VALENTINE DAYS,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa",372000.0,2
"2022","02",Umum,"SGOT, SGPT",140000.0,2
"2022","02",Umum,"SGOT, SGPT, Bilirubin Total",226000.0,1
"2022","02",Umum,"Hematologi Rutin, PCR SARS CoV-2 - Reguler",400000.0,1
"2022","02",Umum,"Hematologi Rutin, Ferritin, Vitamin D 25 OH, Glukosa Darah Puasa, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",1391000.0,1
"2022","02",Umum,"SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa",535000.0,1
"2022","02",PAKET VALENTINE DAYS,"Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa, HbA1C, Kreatinin, Agregasi Trombosit",1191200.0,1
"2022","02",Umum,Kultur Urine,650000.0,1
"2022","02",PAKET VALENTINE DAYS,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa, HbA1C",480800.0,1
"2022","02",Umum,"Hematologi Lengkap, Masa Perdarahan (BT), Masa Pembekuan (CT), PCR SARS CoV-2 - Reguler",543000.0,1
"2022","02",Umum,"Kolesterol Total, Asam Urat, Free T4 (FT4), TSHs",923000.0,1
"2022","02",Umum,SARS-CoV2 Antibody (Kuantitatif),185000.0,1
"2022","02",Umum,"PCR SARS CoV-2 - Reguler, Antigen SARS Cov-19 Nasal",400000.0,1
"2022","02",Umum,"Hematologi Lengkap, Anti Dengue IgG - IgM",775000.0,1
"2022","02",Umum,VDRL,132000.0,1
"2022","02",Umum,"SGOT, SGPT, Gamma GT, Alkali Fosfatase",367000.0,1
"2022","02",Umum,"Hematologi Lengkap, Kolesterol Total, Widal",430000.0,1
"2022","02",Umum,"Hematologi Rutin, Asam Urat, Widal",414000.0,1
"2022","02",PAKET VALENTINE DAYS,"Hematologi Rutin, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Kreatinin",534200.0,1
"2022","02",Umum,PCR Mycobacterium TB,559000.0,1
"2022","02",Umum,"Hematologi Lengkap, Kolesterol Total",211000.0,1
"2022","02",Umum,Testosteron,565000.0,1
"2022","02",PAKET VALENTINE DAYS,"Kolesterol Total, Kolesterol LDL, Trigliserida",175200.0,1
"2022","02",PAKET VALENTINE DAYS,"Hematologi Rutin, Kolesterol Total, Glukosa Darah Sewaktu",208200.0,1
"2022","02",Umum,PCR SARS CoV-2 - Super Cito,895000.0,1
"2022","02",PAKET VALENTINE DAYS,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida",283200.0,1
"2022","02",Umum,"Hematologi Rutin, Anti S. Typhi IgM (Tubex)",535000.0,1
"2022","02",Umum,Vitamin D 25 OH,450000.0,1
"2022","02",PAKET VALENTINE DAYS,Asam Urat,56000.0,1
"2022","02",Umum,"Ureum, Kreatinin",140000.0,1
"2022","02",Umum,"Hematologi Lengkap, Glukosa Darah Sewaktu",189000.0,1
"2022","02",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C",642000.0,1
"2022","02",Umum,D-dimer,485000.0,1
"2022","02",Umum,PCR SARS CoV-2 - Reguler,210000.0,1
"2022","02",Umum,"Hematologi Lengkap, Ureum, Natrium (Na), Kalium (K), Klorida (Cl), PCR SARS CoV-2 - Reguler, Kreatinin",1031000.0,1
"2022","02",PAKET VALENTINE DAYS,"Kolesterol Total, Kolesterol HDL, Trigliserida",214400.0,1
"2022","02",Garuda Indonesia,Antigen SARS-CoV-2 ,45000.0,1
"2022","02",Umum,"SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat",564000.0,1
"2022","02",Umum,"Hematologi Lengkap, Serum Iron (S I), Total Iron Binding Capacity - TIBC, Ferritin",1104000.0,1
"2022","02",Umum,"D-dimer, Kolesterol Total, Asam Urat, Glukosa Darah Sewaktu",659000.0,1
"2022","02",Umum,"Kolesterol LDL Direk, Asam Urat, Glukosa Darah Puasa",246000.0,1
"2022","02",Umum,"Hematologi Lengkap, Dengue NS 1 Ag, CRP Kuantitatif",958000.0,1
"2022","02",MCU Halodoc,Kolesterol LDL,84000.0,1
"2022","02",Umum,"Hematologi Lengkap, SGOT, SGPT, Total Protein",390000.0,1
"2022","02",Umum,"Ureum, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, Kreatinin",428000.0,1
"2022","02",Umum,"Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, IgE Atopy, Kreatinin",3038000.0,1
"2022","02",Umum,"Hematologi Lengkap, Urine Lengkap ",241000.0,1
"2022","02",PAKET VALENTINE DAYS,Glukosa Darah Sewaktu,32800.0,1
"2022","03",Umum,PCR SARS CoV-2 - Reguler,275000.0,1603
"2022","03",Umum,Antigen SARS-CoV-2 ,95000.0,1517
"2022","03",Umum,Antigen SARS Cov-19 Nasal,125000.0,86
"2022","03",Umum,PCR SARS CoV-2 (CITO 1),575000.0,38
"2022","03",Umum,Hematologi Rutin,120000.0,12
"2022","03",Umum,"Antigen SARS-CoV-2 , PCR SARS CoV-2 - Reguler",370000.0,10
"2022","03",Umum,Antigen SARS-CoV-2 ,47500.0,9
"2022","03",Umum,Antigen SARS-CoV-2 ,45000.0,5
"2022","03",Umum,Urine Lengkap ,100000.0,5
"2022","03",Umum,Hematologi Lengkap,145000.0,4
"2022","03",Umum,"Kolesterol Total, Asam Urat, Glukosa Darah Puasa",185000.0,4
"2022","03",Umum,"Hematologi Rutin, Antigen SARS-CoV-2 ",215000.0,4
"2022","03",Umum,Glukosa Darah Sewaktu,45000.0,3
"2022","03",Umum,"Hematologi Rutin, Widal",380000.0,3
"2022","03",Umum,Antigen SARS Cov-19 Nasal,95000.0,3
"2022","03",Umum,Glukosa Darah Puasa,45000.0,3
"2022","03",Umum,D-dimer,780000.0,3
"2022","03",Umum,Faeces Lengkap,90000.0,2
"2022","03",Umum,Asam Urat,75000.0,2
"2022","03",Umum,"Antigen SARS-CoV-2 , PCR SARS CoV-2 (CITO 1)",670000.0,2
"2022","03",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",370000.0,2
"2022","03",Umum,Golongan Darah,90000.0,2
"2022","03",Umum,"Ureum, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, Kreatinin",230000.0,2
"2022","03",Umum,Anti HIV Rapid Kualiatif,125000.0,2
"2022","03",Umum,"SGOT, SGPT, Free T4 (FT4), Antigen SARS-CoV-2 ",700000.0,1
"2022","03",Umum,ELEKTROKARDIOGRAM,200000.0,1
"2022","03",Umum,"Hematologi Lengkap, Masa Perdarahan (BT), Masa Pembekuan (CT), Glukosa Darah Sewaktu, HBsAg Rapid",465000.0,1
