"tahun_bulan","LIST_TEST","PAY","jumlah_pembelian","income"
"2023-04","Antigen SARS-CoV-2 , PCR SARS CoV-2 - Reguler",360000.0,3,1080000.0
"2021-11","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",354000.0,3,1062000.0
"2022-08",Vitamin D 25 OH,350000.0,3,1050000.0
"2022-09",Vitamin D 25 OH,350000.0,3,1050000.0
"2022-01","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",348750.0,3,1046250.0
"2022-01","Kolesterol Total, Glukosa Darah Puasa, HbA1C",310000.0,3,930000.0
"2022-10","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida",305000.0,3,915000.0
"2023-01","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida",305000.0,3,915000.0
"2022-08","Hematologi Lengkap, SGOT, SGPT",285000.0,3,855000.0
"2023-06",PCR SARS CoV-2 - Reguler,275000.0,3,825000.0
"2022-07",Widal,260000.0,3,780000.0
"2023-01",SCREENING NARKOBA,250000.0,3,750000.0
"2022-05","Hematologi Rutin, Antigen SARS-CoV-2 ",215000.0,3,645000.0
"2022-04",PCR SARS CoV-2 - Reguler,210000.0,3,630000.0
"2023-02",HbA1C,210000.0,3,630000.0
"2023-01",HbA1C,210000.0,3,630000.0
"2022-02",HbA1C,206000.0,3,618000.0
"2021-11",SARS-CoV2 Antibody (Kuantitatif),185000.0,3,555000.0
"2021-10","Kolesterol Total, Asam Urat, Glukosa Darah Puasa",174000.0,3,522000.0
"2021-11","Kolesterol Total, Asam Urat, Glukosa Darah Sewaktu",174000.0,3,522000.0
"2022-01",SCREENING NARKOBA,150000.0,3,450000.0
"2022-04",Hematologi Lengkap,145000.0,3,435000.0
"2023-02","Antigen SARS-CoV-2 , ADMIN HS",145000.0,3,435000.0
"2021-10","SGOT, SGPT",140000.0,3,420000.0
"2022-01","SGOT, SGPT",140000.0,3,420000.0
"2022-06","Ureum, Kreatinin",140000.0,3,420000.0
"2022-12","Ureum, Kreatinin",140000.0,3,420000.0
"2023-05","Hematologi Lengkap, Urine Lengkap ",135000.0,3,405000.0
"2022-09",Anti HIV Rapid Kualitatif,125000.0,3,375000.0
"2023-04",Antigen SARS Cov-19 Nasal,125000.0,3,375000.0
"2022-07","Asam Urat, Glukosa Darah Sewaktu",120000.0,3,360000.0
"2022-07",Faeces Lengkap,120000.0,3,360000.0
"2022-12","Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C",120000.0,3,360000.0
"2021-09",Antibody IgG & IgM SARS-CoV-2,95000.0,3,285000.0
"2022-03",Antigen SARS Cov-19 Nasal,95000.0,3,285000.0
"2021-08",Urine Lengkap ,93000.0,3,279000.0
"2021-09",Urine Lengkap ,93000.0,3,279000.0
"2022-02",Urine Lengkap ,93000.0,3,279000.0
"2022-04",Golongan Darah,90000.0,3,270000.0
"2022-11",Golongan Darah,90000.0,3,270000.0
"2023-04",Hematologi Lengkap,90000.0,3,270000.0
"2021-06",Antigen SARS-CoV-2 ,89500.0,3,268500.0
"2022-09",Urine Lengkap ,81000.0,3,243000.0
"2022-10",Urine Lengkap ,81000.0,3,243000.0
"2023-03",Urine Lengkap ,81000.0,3,243000.0
"2023-06",Hematologi Rutin,80000.0,3,240000.0
"2023-04",Hematologi Rutin,80000.0,3,240000.0
"2023-03",Antigen SARS Cov-19 Nasal,75000.0,3,225000.0
"2023-01",Kolesterol Total,65000.0,3,195000.0
"2021-08",Glukosa Darah 2 Jam PP,60000.0,3,180000.0
"2022-01",Antigen SARS-CoV-2 ,47500.0,3,142500.0
"2022-05",Antigen SARS-CoV-2 ,47500.0,3,142500.0
"2022-03",Glukosa Darah Sewaktu,45000.0,3,135000.0
"2022-03",Glukosa Darah Puasa,45000.0,3,135000.0
"2022-05",Glukosa Darah Sewaktu,45000.0,3,135000.0
"2022-11",Glukosa Darah Sewaktu,45000.0,3,135000.0
"2023-01",Glukosa Darah Sewaktu,45000.0,3,135000.0
"2021-10",Glukosa Darah Puasa,41000.0,3,123000.0
"2022-09","Anti Toxoplasma IgG, Anti Rubella IgG, Anti Rubella IgM, Anti CMV IgG, Anti CMV IgM, Anti Toxoplasma IgM",2885000.0,2,5770000.0
"2022-12",Atopy Alergi,2300000.0,2,4600000.0
"2022-07","Hematologi Lengkap, SGOT, SGPT, Bilirubin Total, Bilirubin Direk, Bilirubin Indirek, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, Urine Lengkap , Kreatinin",1635000.0,2,3270000.0
"2021-06","Antigen SARS-CoV-2 , PCR SARS CoV-2 (CITO 1)",1378000.0,2,2756000.0
"2022-07",IGRA,1265000.0,2,2530000.0
"2023-02",IGRA,1242000.0,2,2484000.0
"2022-12",IGRA,1242000.0,2,2484000.0
"2022-02","D-dimer, SGOT, SGPT, Ureum, CEA, Kreatinin",1213000.0,2,2426000.0
"2022-11",PA Jaringan Besar,1200000.0,2,2400000.0
"2022-09","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, Insulin Puasa, HBsAg, Anti HBs, Urine Lengkap , Kreatinin, Konsultasi Dokter",1153000.0,2,2306000.0
"2022-02","D-dimer, SARS-CoV2 Antibody (Kuantitatif), Interleukin 6 (IL- 6)",1025000.0,2,2050000.0
"2021-07","SARS-CoV2 Antibody (Kuantitatif), PCR SARS CoV-2 - Reguler",984000.0,2,1968000.0
"2021-08","Antigen SARS-CoV-2 , PCR SARS CoV-2 - Reguler",978000.0,2,1956000.0
"2022-08",PA Jaringan Sedang,950000.0,2,1900000.0
"2022-09","Hematologi Rutin, Dengue NS 1 Ag, PCR SARS CoV-2 - Reguler",920000.0,2,1840000.0
"2022-10","SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Sewaktu, HbA1C, Kreatinin",910000.0,2,1820000.0
"2023-03","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Urine Lengkap , Elektrokardiogram, Pemeriksaan Fisik, Thorax PA, Kreatinin ( eGFR )",896700.0,2,1793400.0
"2022-12",PCR SARS CoV-2 - Super Cito,895000.0,2,1790000.0
"2021-09","Antigen SARS-CoV-2 , PCR SARS CoV-2 - Reguler, Biaya Adm CIto",890000.0,2,1780000.0
"2023-01",CA 125,870000.0,2,1740000.0
"2023-03",CA 125,870000.0,2,1740000.0
"2022-10","Free T4 (FT4), TSHs",850000.0,2,1700000.0
"2023-01","Free T4 (FT4), TSHs",850000.0,2,1700000.0
"2021-11","Vitamin D 25 OH, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa",845000.0,2,1690000.0
"2021-05",PCR SARS CoV-2,799000.0,2,1598000.0
"2022-11","Hematologi Rutin, Anti Dengue IgG - IgM",770000.0,2,1540000.0
"2021-08",Vitamin D 25 OH,715000.0,2,1430000.0
"2022-01",Beta HCG Darah,696000.0,2,1392000.0
"2022-09",Kultur Urine,685000.0,2,1370000.0
"2022-09","Hematologi Lengkap, Golongan Darah, Glukosa Darah Sewaktu, Anti HIV Rapid Kualitatif, HBsAg Rapid, VDRL",675000.0,2,1350000.0
"2022-10","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C",675000.0,2,1350000.0
"2022-03","Antigen SARS-CoV-2 , PCR SARS CoV-2 (CITO 1)",670000.0,2,1340000.0
"2022-09","Antigen SARS-CoV-2 , PCR SARS CoV-2 (CITO 1)",670000.0,2,1340000.0
"2022-12","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, Urine Lengkap , Elektrokardiogram, Pemeriksaan Fisik",667000.0,2,1334000.0
"2022-07",USG ABDOMEN,650000.0,2,1300000.0
"2021-12","Hematologi Lengkap, D-dimer",633000.0,2,1266000.0
"2022-11","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa, HbA1C",630000.0,2,1260000.0
"2022-05","Hematologi Rutin, Golongan Darah, Glukosa Darah Sewaktu, Anti HIV Rapid Kualiatif, HBsAg Rapid, Urine Lengkap ",605000.0,2,1210000.0
"2023-05","Hematologi Lengkap, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, PT Dan INR, Kreatinin ( eGFR )",602000.0,2,1204000.0
"2022-12","Hematologi Lengkap, Kolesterol Total, Ureum, Antigen SARS-CoV-2 , Urine Lengkap , Elektrokardiogram, Pemeriksaan Fisik, Kreatinin ( eGFR )",592000.0,2,1184000.0
"2021-10","Hematologi Rutin, Golongan Darah, Glukosa Darah Sewaktu, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",587000.0,2,1174000.0
"2022-09","Hematologi Rutin, Golongan Darah, Glukosa Darah Sewaktu, Anti HIV Rapid Kualitatif, HBsAg Rapid, Urine Lengkap ",586000.0,2,1172000.0
"2023-03","Hematologi Lengkap, Anti S. Typhi IgM (Tubex)",580000.0,2,1160000.0
"2023-04",PCR SARS CoV-2 (CITO 1),575000.0,2,1150000.0
"2022-10",Anti HIV,567000.0,2,1134000.0
"2023-05","Free T4 (FT4), TSHs",550000.0,2,1100000.0
"2022-11",Anti HSV 2 IgG,526000.0,2,1052000.0
"2022-11",Dengue NS 1 Ag,525000.0,2,1050000.0
"2022-09","Hematologi Lengkap, Glukosa Darah Sewaktu, Anti HIV Rapid Kualitatif, HBsAg Rapid, Urine Lengkap ",521000.0,2,1042000.0
"2021-10","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa",520100.0,2,1040200.0
"2022-10",USG Whole Abdomen,500000.0,2,1000000.0
"2022-11","Anti HIV Rapid Kualitatif, TPHA, VDRL",500000.0,2,1000000.0
"2022-12",USG Whole Abdomen,500000.0,2,1000000.0
"2022-09","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",485000.0,2,970000.0
"2022-08","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",485000.0,2,970000.0
"2023-05","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Glukosa Darah Puasa, Elektrokardiogram",477000.0,2,954000.0
"2022-07","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Urine Lengkap ",470000.0,2,940000.0
"2021-11","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",465000.0,2,930000.0
"2022-09","Kalsium (Ca), Natrium (Na), Kalium (K)",455000.0,2,910000.0
"2022-08",Anti S. Typhi IgM (Tubex),435000.0,2,870000.0
"2022-10",Elektrolit Serum (Na-K-Cl),435000.0,2,870000.0
"2022-09","PCR SARS CoV-2 - Reguler, ADMIN HS",425000.0,2,850000.0
"2023-05","Antigen SARS-CoV-2 , Anti HIV Rapid Kualitatif, HBsAg Rapid, Anti HCV Rapid Kualitatif",425000.0,2,850000.0
"2023-02","Hematologi Rutin, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida",425000.0,2,850000.0
"2023-03","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa",420000.0,2,840000.0
"2023-03","Hematologi Lengkap, Widal",405000.0,2,810000.0
"2021-05","Hematologi Rutin, Antigen SARS-CoV-2 , Urine Lengkap ",397000.0,2,794000.0
"2022-08","Hematologi Rutin, PCR SARS CoV-2 - Reguler",395000.0,2,790000.0
"2022-11","Hematologi Rutin, PCR SARS CoV-2 - Reguler",395000.0,2,790000.0
"2023-03","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",395000.0,2,790000.0
"2023-02","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",395000.0,2,790000.0
"2021-09","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",390000.0,2,780000.0
"2022-05","Hematologi Rutin, Widal",380000.0,2,760000.0
"2022-11",Analisa Sperma,380000.0,2,760000.0
"2022-10","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat",375000.0,2,750000.0
"2023-03","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat",375000.0,2,750000.0
"2022-02","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa",372000.0,2,744000.0
"2022-03","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",370000.0,2,740000.0
"2022-06","Antigen SARS-CoV-2 , PCR SARS CoV-2 - Reguler",370000.0,2,740000.0
"2022-05","Antigen SARS-CoV-2 , PCR SARS CoV-2 - Reguler",370000.0,2,740000.0
"2022-08","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",370000.0,2,740000.0
"2022-09","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",370000.0,2,740000.0
"2023-02","Antigen SARS-CoV-2 , PCR SARS CoV-2 - Reguler",370000.0,2,740000.0
"2021-07","Hematologi Lengkap, Widal",367000.0,2,734000.0
"2022-04","Hematologi Lengkap, Widal",364500.0,2,729000.0
"2022-02","Ureum, Anti HIV Rapid I, HBsAg Rapid, Kreatinin",360000.0,2,720000.0
"2021-10","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",354000.0,2,708000.0
"2022-01","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",354000.0,2,708000.0
"2022-12",Vitamin D 25 OH,350000.0,2,700000.0
"2023-02","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Glukosa Darah Puasa",350000.0,2,700000.0
"2023-01","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Glukosa Darah Puasa",350000.0,2,700000.0
"2021-09","Hematologi Rutin, Widal",344000.0,2,688000.0
"2021-08","Hematologi Rutin, Widal",344000.0,2,688000.0
"2022-07","Hematologi Lengkap, Antigen SARS-CoV-2 , Urine Lengkap ",340000.0,2,680000.0
"2021-07","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa",334000.0,2,668000.0
"2022-02","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Glukosa Darah Puasa",316000.0,2,632000.0
"2022-08","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",307100.0,2,614200.0
"2022-05","Hematologi Lengkap, SGOT, SGPT",285000.0,2,570000.0
"2022-11","Kolesterol LDL Direk, Trigliserida, Asam Urat",285000.0,2,570000.0
"2022-11","SGOT, SGPT, Ureum, Kreatinin",280000.0,2,560000.0
"2022-08","Kolesterol Total, Ureum, Asam Urat, Kreatinin",275000.0,2,550000.0
"2021-06","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa",260000.0,2,520000.0
"2021-06","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",260000.0,2,520000.0
"2021-07","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",260000.0,2,520000.0
"2022-05",Widal,260000.0,2,520000.0
"2022-06",Widal,260000.0,2,520000.0
"2022-12",Widal,260000.0,2,520000.0
"2023-02","Hematologi Rutin, Ureum, Kreatinin ( eGFR )",260000.0,2,520000.0
"2023-01","Hematologi Rutin, Ureum, Kreatinin ( eGFR )",260000.0,2,520000.0
"2022-04","Hematologi Lengkap, SGOT, SGPT",256500.0,2,513000.0
"2022-11",CRP Kualitatif,255000.0,2,510000.0
"2022-04",USG ABDOMEN,250000.0,2,500000.0
"2022-05",SCREENING NARKOBA,250000.0,2,500000.0
"2022-05",USG Mamae/Payudara,250000.0,2,500000.0
"2022-08","Anti HIV Rapid Kualitatif, HBsAg Rapid",250000.0,2,500000.0
"2022-11",SCREENING NARKOBA,250000.0,2,500000.0
"2023-05","Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C",250000.0,2,500000.0
"2023-02","Anti HIV Rapid Kualitatif, HBsAg Rapid",250000.0,2,500000.0
"2023-01","Anti HIV Rapid Kualitatif, HBsAg Rapid",250000.0,2,500000.0
"2023-05",TSHs,245000.0,2,490000.0
"2021-12","Hematologi Lengkap, Urine Lengkap ",241000.0,2,482000.0
"2022-03","Ureum, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, Kreatinin",230000.0,2,460000.0
"2023-02","Hematologi Rutin, Kolesterol Total, Glukosa Darah Sewaktu",230000.0,2,460000.0
"2023-03","SGOT, SGPT, Bilirubin Total",230000.0,2,460000.0
"2023-04","Hematologi Lengkap, Widal",230000.0,2,460000.0
"2023-02","SGOT, SGPT, Bilirubin Total",230000.0,2,460000.0
"2023-02",HBsAg,230000.0,2,460000.0
"2022-08","Hematologi Lengkap, Urine Lengkap ",226000.0,2,452000.0
"2022-12","Hematologi Lengkap, Urine Lengkap ",226000.0,2,452000.0
"2022-08","Ureum, Urine Lengkap , Kreatinin",221000.0,2,442000.0
"2022-02","Anti HIV Rapid I, HBsAg Rapid",220000.0,2,440000.0
"2023-05","Hematologi Rutin, Widal",220000.0,2,440000.0
"2021-09","Hematologi Rutin, Urine Lengkap ",218000.0,2,436000.0
"2021-12","Hematologi Rutin, Urine Lengkap ",218000.0,2,436000.0
"2022-04",HbA1C,210000.0,2,420000.0
"2022-11",HbA1C,210000.0,2,420000.0
"2023-03",HbA1C,210000.0,2,420000.0
"2023-02","Ureum, Asam Urat, Kreatinin ( eGFR )",210000.0,2,420000.0
"2021-10",HbA1C,206000.0,2,412000.0
"2021-12",HbA1C,206000.0,2,412000.0
"2023-02","Hematologi Rutin, Urine Lengkap ",201000.0,2,402000.0
"2022-06",Elektrokardiogram,200000.0,2,400000.0
"2022-05","Hematologi Lengkap, SGOT, SGPT",199500.0,2,399000.0
"2023-02",Shoulder Joint R/L,195000.0,2,390000.0
"2022-09","Hematologi Lengkap, Glukosa Darah Sewaktu",190000.0,2,380000.0
"2022-01",SARS-CoV2 Antibody (Kuantitatif),185000.0,2,370000.0
"2022-07","Kolesterol Total, Asam Urat, Glukosa Darah Puasa",185000.0,2,370000.0
"2022-08","Kolesterol Total, Asam Urat, Glukosa Darah Puasa",180000.0,2,360000.0
"2022-09","Kolesterol Total, Asam Urat, Glukosa Darah Sewaktu",180000.0,2,360000.0
"2022-09","Kolesterol Total, Asam Urat, Glukosa Darah Puasa",180000.0,2,360000.0
"2022-11","Kolesterol Total, Asam Urat, Glukosa Darah Sewaktu",180000.0,2,360000.0
"2022-10","Kolesterol Total, Asam Urat, Glukosa Darah Sewaktu",180000.0,2,360000.0
"2022-12","Kolesterol Total, Asam Urat, Glukosa Darah Sewaktu",180000.0,2,360000.0
"2023-02",Thorax PA,175000.0,2,350000.0
"2023-02",SCREENING NARKOBA,175000.0,2,350000.0
"2023-04",SCREENING NARKOBA,170000.0,2,340000.0
"2022-08","Kolesterol Total, Antigen SARS-CoV-2 ",160000.0,2,320000.0
"2023-05","SGOT, SGPT, Bilirubin Total",155000.0,2,310000.0
"2023-04","SGOT, SGPT, Bilirubin Total",155000.0,2,310000.0
"2021-06",Hematologi Lengkap,148000.0,2,296000.0
"2023-04",Hematologi Lengkap,145000.0,2,290000.0
"2021-05","Kolesterol Total, Trigliserida",140000.0,2,280000.0
"2021-08","SGOT, SGPT",140000.0,2,280000.0
"2022-02","SGOT, SGPT",140000.0,2,280000.0
"2022-07","SGOT, SGPT",140000.0,2,280000.0
"2022-04","Ureum, Kreatinin",140000.0,2,280000.0
"2022-10","SGOT, SGPT",140000.0,2,280000.0
"2022-10","Ureum, Kreatinin",140000.0,2,280000.0
"2023-04","Ureum, Kreatinin ( eGFR )",140000.0,2,280000.0
"2022-02",PCR SARS CoV-2 - Reguler,137500.0,2,275000.0
"2021-10","Glukosa Darah Sewaktu, Antigen SARS-CoV-2 ",136000.0,2,272000.0
"2022-10","Kolesterol Total, Asam Urat",135000.0,2,270000.0
"2021-11",VDRL,132000.0,2,264000.0
"2021-10",Antigen Nasal,125000.0,2,250000.0
"2022-03",Anti HIV Rapid Kualiatif,125000.0,2,250000.0
"2022-06",Anti HIV Rapid Kualiatif,125000.0,2,250000.0
"2022-10",Anti HIV Rapid Kualitatif,125000.0,2,250000.0
"2022-12",Anti HIV Rapid Kualitatif,125000.0,2,250000.0
"2023-03",HBsAg Rapid,125000.0,2,250000.0
"2021-08","Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",120000.0,2,240000.0
"2021-11",Anti HIV Rapid I,120000.0,2,240000.0
"2022-04",Kolesterol Total,120000.0,2,240000.0
"2022-09",Elektrokardiogram,120000.0,2,240000.0
"2022-08",Faeces Lengkap,120000.0,2,240000.0
"2022-11",Faeces Lengkap,120000.0,2,240000.0
"2022-10",Elektrokardiogram,120000.0,2,240000.0
"2022-12","Ureum, Asam Urat, Kreatinin ( eGFR )",120000.0,2,240000.0
"2023-04",Hematologi Rutin,120000.0,2,240000.0
"2023-03",Faeces Lengkap,120000.0,2,240000.0
"2023-02",Elektrokardiogram,120000.0,2,240000.0
"2023-03",Elektrokardiogram,120000.0,2,240000.0
"2023-01","Kolesterol Total, Glukosa Darah Sewaktu",110000.0,2,220000.0
"2023-04",Faeces Lengkap,105000.0,2,210000.0
"2021-08",HBsAg Rapid,100000.0,2,200000.0
"2021-12",HBsAg Rapid,100000.0,2,200000.0
"2022-07",Urine Lengkap ,100000.0,2,200000.0
"2022-04",Urine Lengkap ,100000.0,2,200000.0
"2022-05",Antigen SARS Cov-19 Nasal,95000.0,2,190000.0
"2022-08",Antigen SARS Cov-19 Nasal,95000.0,2,190000.0
"2022-12",HBsAg,93750.0,2,187500.0
"2021-05",Urine Lengkap ,93000.0,2,186000.0
"2021-11",Urine Lengkap ,93000.0,2,186000.0
"2022-01",Urine Lengkap ,93000.0,2,186000.0
"2022-03",Faeces Lengkap,90000.0,2,180000.0
"2022-03",Golongan Darah,90000.0,2,180000.0
"2022-08",Golongan Darah,90000.0,2,180000.0
"2022-09",Golongan Darah,90000.0,2,180000.0
"2022-11","Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",90000.0,2,180000.0
"2022-12","Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",90000.0,2,180000.0
"2023-04","SGOT, SGPT",90000.0,2,180000.0
"2023-02",Golongan Darah,90000.0,2,180000.0
"2022-12",Golongan Darah,90000.0,2,180000.0
"2023-03",Golongan Darah,90000.0,2,180000.0
"2021-11",Golongan Darah,86000.0,2,172000.0
"2022-01","Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",82000.0,2,164000.0
"2022-11",Urine Lengkap ,81000.0,2,162000.0
"2022-03",Asam Urat,75000.0,2,150000.0
"2021-08",Asam Urat,70000.0,2,140000.0
"2021-08",Kreatinin,70000.0,2,140000.0
"2022-08",Asam Urat,70000.0,2,140000.0
"2022-09",Asam Urat,70000.0,2,140000.0
"2023-03",Kreatinin ( eGFR ),70000.0,2,140000.0
"2022-02","Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",65600.0,2,131200.0
"2022-07",Kolesterol Total,65000.0,2,130000.0
"2023-04",Golongan Darah,65000.0,2,130000.0
"2022-01",Golongan Darah,64500.0,2,129000.0
"2022-02",Antigen SARS-CoV-2 ,60000.0,2,120000.0
"2021-12",Antigen SARS-CoV-2 ,47500.0,2,95000.0
"2022-06",Glukosa Darah Puasa,45000.0,2,90000.0
"2022-09",Glukosa Darah Puasa,45000.0,2,90000.0
"2022-09",Glukosa Darah Sewaktu,45000.0,2,90000.0
"2022-10",Glukosa Darah Puasa,45000.0,2,90000.0
"2023-03",Glukosa Darah Sewaktu,45000.0,2,90000.0
"2023-02",Glukosa Darah Sewaktu,45000.0,2,90000.0
"2022-11",Glukosa POCT,20000.0,2,40000.0
"2022-08","Hematologi Lengkap, Ferritin, Vitamin D 25 OH, D-dimer, Glukosa Darah Sewaktu, ACA IgG, ACA IgM, HBsAg, Anti Toxoplasma IgG, Anti Rubella IgG, Anti Rubella IgM, Anti CMV IgG, Anti CMV IgM, Anti Toxoplasma IgM, Anti HIV Rapid Kualitatif, CRP Kuantitatif",7121000.0,1,7121000.0
"2022-12","Hematologi Lengkap, Vitamin D 25 OH, SGOT, SGPT, Gamma GT, Ureum, Glukosa Darah Sewaktu, HbA1C, Elektrolit Serum (Na-K-Cl), ANA IF, IgE Total, Atopy Alergi, CRP Kuantitatif, Kreatinin ( eGFR )",5608000.0,1,5608000.0
"2022-10","Coombs Test, Lupus Antikoagulan, ACA IgG, ACA IgM, Complemen C3, Complemen C4",4946000.0,1,4946000.0
"2022-11","Hematologi Lengkap, Gambaran Darah Tepi, SGOT, SGPT, Albumin, Ureum, Kreatinin, Hs-CRP, Elektrolit Serum (Na-K-Cl), ANA IF, Anti Toxoplasma IgG, Anti Rubella IgG, Anti CMV IgG, Faeces Rutin, Darah Samar",4178000.0,1,4178000.0
"2022-11","Hematologi Lengkap, Gambaran Darah Tepi, D-dimer, Troponin I, Pro BNP, SARS-CoV2 Antibody (Kuantitatif), CRP Kuantitatif",3710000.0,1,3710000.0
"2022-07","Hematologi Lengkap, Protrombine Time (PT), APTT, Fibrinogen, SGOT, SGPT, Total Protein-Alb-Glob, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, HbA1C, Elektrolit Serum (Na-K-Cl), PCR SARS CoV-2 - Reguler, Agregasi Trombosit, Kreatinin",3555000.0,1,3555000.0
"2021-11","Hematologi Lengkap, SGOT, SGPT, Bilirubin Total, Bilirubin Direk, Bilirubin Indirek, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, ANA IF, ANA Profile, Urine Lengkap ",3510000.0,1,3510000.0
"2021-11","Hematologi Lengkap, Golongan Darah, SGOT, SGPT, Gamma GT, Alkali Fosfatase, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, HbA1C, HBsAg, Anti HBs, TSHs, Rheumatoid Faktor (RF), TPHA, Urine Lengkap , SCREENING NARKOBA, Alkohol",3308000.0,1,3308000.0
"2022-02","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, IgE Atopy, Kreatinin",3038000.0,1,3038000.0
"2022-11","Hematologi Lengkap, Albumin, Elektrolit Serum (Na-K-Cl), ANA Profile, HBsAg, Anti HCV, Anti HIV Rapid Kualitatif",2990000.0,1,2990000.0
